,cust,grade
25927,M868005102,General
25928,M868008042,General
25929,M868113439,General
25930,M868173179,General
25931,M868287895,VIP
25932,M868347507,General
25933,M868357047,General
25934,M868363713,VIP
25935,M868422110,General
25936,M868425342,General
25937,M868457209,General
25938,M868460875,General
25939,M868511118,General
25940,M868518849,General
25941,M868530077,General
25942,M868548080,VIP
25943,M868575541,General
25944,M868588681,General
25945,M868595120,General
25946,M868654437,General
25947,M868709107,General
25948,M868726782,General
25949,M868747447,VIP
25950,M868757555,General
25951,M868849144,General
25952,M868867286,General
25953,M868877354,VIP
25954,M868923317,General
25955,M868967412,General
25956,M868977108,General
25957,M868986632,General
25958,M869042581,General
25959,M869084341,General
25960,M869091530,General
25961,M869183130,General
25962,M869232723,General
25963,M869273031,General
25964,M869324506,General
25965,M869352634,General
25966,M869391108,General
25967,M869414829,General
25968,M869428380,General
25969,M869476704,General
25970,M869499741,General
25971,M869597831,General
25972,M869617661,General
25973,M869680269,General
25974,M869715952,General
25975,M869716543,General
25976,M869769155,General
25977,M869774045,General
25978,M869843834,General
25979,M869872665,VIP
25980,M869874222,General
25981,M869876388,General
25982,M869927652,General
25983,M869967019,General
25984,M869974006,General
25985,M869975221,General
25986,M869985436,General
25987,M870029638,General
25988,M870083459,MVG
25989,M870091620,General
25990,M870136187,General
25991,M870198493,VIP
25992,M870271834,General
25993,M870275969,VIP
25994,M870280700,General
25995,M870302179,VIP
25996,M870318840,General
25997,M870375230,VIP
25998,M870390357,General
25999,M870395276,General
26000,M870458681,General
26001,M870480461,General
26002,M870498704,General
26003,M870541235,General
26004,M870571923,General
26005,M870574317,General
26006,M870637496,General
26007,M870659859,General
26008,M870744707,General
26009,M870752796,General
26010,M870785529,General
26011,M870794761,General
26012,M870833275,General
26013,M870870098,VIP
26014,M870940642,General
26015,M870986917,VIP
26016,M871003934,General
26017,M871122793,General
26018,M871138426,General
26019,M871139457,General
26020,M871177188,General
26021,M871183533,General
26022,M871277866,General
26023,M871286715,General
26024,M871301860,General
26025,M871314445,General
26026,M871365914,General
26027,M871373262,General
26028,M871496431,VIP
26029,M871548520,General
26030,M871598814,VIP
26031,M871624973,General
26032,M871660204,VIP
26033,M871721951,VIP
26034,M871753974,General
26035,M871759498,General
26036,M871844921,General
26037,M871851436,VIP
26038,M871980468,General
26039,M872049894,General
26040,M872071600,General
26041,M872093961,General
26042,M872147557,General
26043,M872160599,General
26044,M872182722,VIP
26045,M872225862,MVG
26046,M872247730,General
26047,M872249283,VIP
26048,M872274105,General
26049,M872315816,General
26050,M872385441,General
26051,M872435771,VIP
26052,M872444303,General
26053,M872461934,General
26054,M872469007,General
26055,M872519384,General
26056,M872525831,General
26057,M872600826,General
26058,M872708029,General
26059,M872731189,VIP
26060,M872732589,VIP
26061,M872736235,General
26062,M872771333,General
26063,M872785955,VIP
26064,M872851029,General
26065,M872919890,General
26066,M872997601,VIP
26067,M872998933,General
26068,M873027016,MVG
26069,M873044482,General
26070,M873051914,General
26071,M873057982,General
26072,M873074625,VIP
26073,M873091473,General
26074,M873101792,General
26075,M873102835,General
26076,M873132378,General
26077,M873143522,General
26078,M873162939,General
26079,M873196528,General
26080,M873224987,General
26081,M873237110,General
26082,M873252470,General
26083,M873291493,MVG
26084,M873343192,General
26085,M873417779,General
26086,M873469774,General
26087,M873536282,VIP
26088,M873561887,VIP
26089,M873601380,VIP
26090,M873631393,General
26091,M873643690,VIP
26092,M873662975,VIP
26093,M873686011,General
26094,M873738498,General
26095,M873779359,General
26096,M873803129,VIP
26097,M873837852,General
26098,M873983448,General
26099,M874022069,General
26100,M874056383,VIP
26101,M874089965,General
26102,M874111000,General
26103,M874146912,General
26104,M874236909,General
26105,M874250710,General
26106,M874272148,General
26107,M874280200,VIP
26108,M874280816,General
26109,M874282358,General
26110,M874295509,General
26111,M874332268,VIP
26112,M874334700,MVG
26113,M874355958,General
26114,M874366454,General
26115,M874369394,VIP
26116,M874385675,General
26117,M874389601,VIP
26118,M874394118,General
26119,M874529441,General
26120,M874547109,General
26121,M874555628,VIP
26122,M874559923,General
26123,M874688107,General
26124,M874688302,General
26125,M874744108,General
26126,M874775230,General
26127,M874806029,General
26128,M874987328,General
26129,M875058846,General
26130,M875129277,General
26131,M875137625,General
26132,M875246507,General
26133,M875247933,MVG
26134,M875283764,General
26135,M875290433,General
26136,M875310630,General
26137,M875321567,General
26138,M875336772,VIP
26139,M875355042,General
26140,M875360230,General
26141,M875473768,VIP
26142,M875533080,General
26143,M875547696,MVG
26144,M875573532,MVG
26145,M875594997,General
26146,M875627875,General
26147,M875634302,General
26148,M875636428,General
26149,M875650154,General
26150,M875653668,General
26151,M875654411,General
26152,M875719603,General
26153,M875728305,VIP
26154,M875728834,General
26155,M875769588,General
26156,M875775398,General
26157,M875807687,VIP
26158,M875833606,General
26159,M875888198,General
26160,M875897947,General
26161,M875899064,General
26162,M875924189,General
26163,M875941154,General
26164,M875953608,General
26165,M875953637,MVG
26166,M875977353,General
26167,M875981310,MVG
26168,M875982977,General
26169,M875985903,General
26170,M876008711,General
26171,M876017974,General
26172,M876022752,General
26173,M876035066,VIP
26174,M876053921,General
26175,M876101498,VIP
26176,M876106977,VIP
26177,M876132139,General
26178,M876173001,General
26179,M876180939,General
26180,M876228286,General
26181,M876231497,VIP
26182,M876247265,General
26183,M876264376,MVG
26184,M876279391,General
26185,M876322891,General
26186,M876382623,General
26187,M876414551,General
26188,M876427880,VIP
26189,M876509271,General
26190,M876597272,LENITH
26191,M876601614,VIP
26192,M876623426,General
26193,M876678692,General
26194,M876765561,General
26195,M876772491,VIP
26196,M876777646,General
26197,M876804519,General
26198,M876816770,VIP
26199,M876819489,General
26200,M876821366,General
26201,M876864202,General
26202,M876872149,General
26203,M876946506,General
26204,M876973245,General
26205,M877053386,General
26206,M877075401,General
26207,M877099348,General
26208,M877144025,General
26209,M877189588,General
26210,M877199044,General
26211,M877205923,General
26212,M877208952,General
26213,M877279459,General
26214,M877283668,VIP
26215,M877312421,General
26216,M877320652,General
26217,M877331117,General
26218,M877344557,General
26219,M877386391,General
26220,M877500146,General
26221,M877570822,General
26222,M877633548,General
26223,M877786205,General
26224,M877794172,General
26225,M877800754,General
26226,M877842498,General
26227,M877858201,General
26228,M877868633,VIP
26229,M877888706,General
26230,M877890908,General
26231,M877896122,General
26232,M877913520,General
26233,M877914431,General
26234,M877931136,General
26235,M877941328,General
26236,M877956501,VIP
26237,M877965402,General
26238,M878005440,VIP
26239,M878006770,General
26240,M878057463,VIP
26241,M878157246,General
26242,M878181490,General
26243,M878206907,VIP
26244,M878280800,General
26245,M878345406,VIP
26246,M878364274,General
26247,M878374847,VIP
26248,M878382472,General
26249,M878393604,General
26250,M878446479,General
26251,M878451163,General
26252,M878484991,VIP
26253,M878489584,VIP
26254,M878499891,General
26255,M878595157,General
26256,M878607257,General
26257,M878626074,General
26258,M878666476,VIP
26259,M878679584,General
26260,M878728925,General
26261,M878734583,VIP
26262,M878888152,General
26263,M878922415,General
26264,M878949431,General
26265,M878999323,General
26266,M879013037,General
26267,M879070128,General
26268,M879083969,General
26269,M879094374,VIP
26270,M879158762,VIP
26271,M879174682,MVG
26272,M879178108,General
26273,M879181625,VIP
26274,M879390695,General
26275,M879409821,VIP
26276,M879420309,VIP
26277,M879495989,General
26278,M879529000,General
26279,M879537010,VIP
26280,M879544163,General
26281,M879552236,VIP
26282,M879618350,General
26283,M879627449,General
26284,M879675211,VIP
26285,M879752239,General
26286,M879756449,General
26287,M879837127,General
26288,M879862824,General
26289,M879880393,General
26290,M879909921,General
26291,M879926865,General
26292,M879940341,General
26293,M879947946,General
26294,M879959668,General
26295,M879969481,VIP
26296,M879997200,General
26297,M880027996,General
26298,M880029153,VIP
26299,M880037822,General
26300,M880051991,General
26301,M880120348,General
26302,M880126303,General
26303,M880130941,General
26304,M880141198,General
26305,M880153287,VIP
26306,M880153798,General
26307,M880164025,General
26308,M880441749,General
26309,M880443854,General
26310,M880538991,General
26311,M880561839,General
26312,M880615283,General
26313,M880624072,General
26314,M880636982,General
26315,M880666460,General
26316,M880710822,General
26317,M880714788,VIP
26318,M880792131,General
26319,M880872023,General
26320,M880914357,VIP
26321,M880923523,VIP
26322,M880940229,General
26323,M881011861,General
26324,M881022819,VIP
26325,M881060104,General
26326,M881193956,General
26327,M881213571,General
26328,M881243178,General
26329,M881254957,General
26330,M881264127,VIP
26331,M881287104,General
26332,M881291370,General
26333,M881295041,General
26334,M881320381,General
26335,M881415845,VIP
26336,M881438231,General
26337,M881467455,General
26338,M881536546,General
26339,M881548242,General
26340,M881567680,General
26341,M881608637,General
26342,M881628471,General
26343,M881632603,General
26344,M881636222,VIP
26345,M881649001,General
26346,M881653362,VIP
26347,M881690256,General
26348,M881694013,General
26349,M881773568,General
26350,M881786838,General
26351,M881874557,General
26352,M881886702,General
26353,M881915286,General
26354,M881941494,General
26355,M881956156,General
26356,M882021300,General
26357,M882026568,VIP
26358,M882048938,General
26359,M882049817,General
26360,M882066252,General
26361,M882166723,General
26362,M882187967,General
26363,M882239029,General
26364,M882410644,General
26365,M882463469,General
26366,M882477591,VIP
26367,M882479545,General
26368,M882581412,VIP
26369,M882615760,General
26370,M882619715,General
26371,M882681439,General
26372,M882691235,General
26373,M882710590,General
26374,M882719849,General
26375,M882726174,General
26376,M882732523,General
26377,M882748710,General
26378,M882759324,General
26379,M882850042,General
26380,M882870672,General
26381,M882924142,General
26382,M882928202,General
26383,M882933851,General
26384,M882955788,VIP
26385,M882966531,General
26386,M883040926,General
26387,M883132889,General
26388,M883134225,General
26389,M883161193,General
26390,M883168799,General
26391,M883184438,General
26392,M883237798,General
26393,M883312961,General
26394,M883336495,VIP
26395,M883342186,VIP
26396,M883362285,General
26397,M883449921,General
26398,M883450604,General
26399,M883468911,General
26400,M883558803,General
26401,M883563097,VIP
26402,M883566250,General
26403,M883621292,General
26404,M883654095,General
26405,M883734585,General
26406,M883777065,VIP
26407,M883794183,General
26408,M883898474,General
26409,M883899235,General
26410,M883933436,General
26411,M883968289,VIP
26412,M883974704,General
26413,M884060666,General
26414,M884088540,General
26415,M884116963,General
26416,M884128283,General
26417,M884195533,General
26418,M884221667,General
26419,M884264010,General
26420,M884319322,General
26421,M884370898,VIP
26422,M884450474,General
26423,M884456148,General
26424,M884487053,General
26425,M884488646,General
26426,M884489725,General
26427,M884509832,General
26428,M884547180,General
26429,M884571118,General
26430,M884622960,General
26431,M884655059,VIP
26432,M884842725,General
26433,M884929335,General
26434,M884930985,General
26435,M884944053,General
26436,M884944683,General
26437,M884947330,VIP
26438,M884949110,General
26439,M884950615,General
26440,M884962425,General
26441,M884965132,General
26442,M884976506,General
26443,M885052625,General
26444,M885085265,General
26445,M885134616,General
26446,M885168044,General
26447,M885278507,General
26448,M885357002,MVG
26449,M885411918,General
26450,M885528088,General
26451,M885546737,VIP
26452,M885558444,VIP
26453,M885576752,General
26454,M885604367,General
26455,M885604954,General
26456,M885648853,General
26457,M885651029,VIP
26458,M885655793,General
26459,M885661325,General
26460,M885672661,General
26461,M885697155,General
26462,M885724919,General
26463,M885786886,General
26464,M885790187,VIP
26465,M885795370,VIP
26466,M885816297,General
26467,M885819285,General
26468,M885880137,General
26469,M885896900,General
26470,M885933846,General
26471,M885943495,General
26472,M885957221,General
26473,M886019794,General
26474,M886073518,General
26475,M886185991,General
26476,M886197980,General
26477,M886214020,General
26478,M886244263,General
26479,M886256918,VIP
26480,M886263720,General
26481,M886276010,General
26482,M886307028,VIP
26483,M886320292,VIP
26484,M886367278,General
26485,M886376934,VIP
26486,M886405620,VIP
26487,M886436888,General
26488,M886446661,General
26489,M886482606,General
26490,M886521425,VIP
26491,M886666548,General
26492,M886713561,General
26493,M886716967,VIP
26494,M886721743,General
26495,M886730332,General
26496,M886755587,General
26497,M886767994,General
26498,M886828027,General
26499,M886850263,VIP
26500,M886908065,General
26501,M886923095,General
26502,M886996318,General
26503,M887172086,General
26504,M887200697,General
26505,M887280967,VIP
26506,M887340708,General
26507,M887410511,General
26508,M887441758,General
26509,M887488479,General
26510,M887559632,General
26511,M887587210,General
26512,M887639461,General
26513,M887644071,General
26514,M887731347,General
26515,M887743244,General
26516,M887801736,General
26517,M887821493,General
26518,M887830621,General
26519,M887848586,General
26520,M887849308,VIP
26521,M887888419,General
26522,M887894650,General
26523,M887928642,General
26524,M887930048,General
26525,M888032572,VIP
26526,M888071933,General
26527,M888156269,General
26528,M888167499,General
26529,M888187074,General
26530,M888188632,General
26531,M888324603,General
26532,M888347597,General
26533,M888369859,General
26534,M888464284,General
26535,M888468407,General
26536,M888537525,General
26537,M888599290,General
26538,M888601961,General
26539,M888628631,General
26540,M888650773,VIP
26541,M888719167,General
26542,M888751034,General
26543,M888778868,VIP
26544,M888823450,General
26545,M888824164,General
26546,M888863349,General
26547,M888877881,General
26548,M888878435,General
26549,M888903605,General
26550,M888936758,General
26551,M888986405,General
26552,M889012804,VIP
26553,M889019287,General
26554,M889224269,General
26555,M889270569,General
26556,M889321303,General
26557,M889332603,VIP
26558,M889382778,VIP
26559,M889383678,General
26560,M889388520,General
26561,M889402251,General
26562,M889517267,VIP
26563,M889534994,General
26564,M889573489,General
26565,M889588959,General
26566,M889623692,General
26567,M889633596,General
26568,M889718092,General
26569,M889749820,General
26570,M889781794,General
26571,M889794868,General
26572,M889813818,General
26573,M889837254,MVG
26574,M889849444,General
26575,M889851437,VIP
26576,M889879833,General
26577,M889926131,General
26578,M889927793,General
26579,M889933238,VIP
26580,M889975840,General
26581,M889998476,General
26582,M890006771,General
26583,M890008634,General
26584,M890043915,VIP
26585,M890101712,General
26586,M890133998,General
26587,M890145062,General
26588,M890145320,General
26589,M890167749,VIP
26590,M890172570,General
26591,M890231252,MVG
26592,M890280911,VIP
26593,M890312898,General
26594,M890420828,VIP
26595,M890441410,VIP
26596,M890497982,VIP
26597,M890510477,MVG
26598,M890518929,General
26599,M890569559,General
26600,M890580332,General
26601,M890581813,General
26602,M890628256,General
26603,M890638632,VIP
26604,M890659106,General
26605,M890673712,General
26606,M890726099,General
26607,M890774585,General
26608,M890779842,General
26609,M890785925,General
26610,M890796676,General
26611,M890826660,General
26612,M890853907,General
26613,M890915237,General
26614,M890915453,General
26615,M890943165,VIP
26616,M890955110,VIP
26617,M890963503,General
26618,M891006568,VIP
26619,M891090417,General
26620,M891110948,General
26621,M891114004,VIP
26622,M891116958,General
26623,M891148895,General
26624,M891182270,General
26625,M891185785,General
26626,M891210417,General
26627,M891211197,General
26628,M891228692,General
26629,M891238856,General
26630,M891243731,General
26631,M891255271,General
26632,M891303333,General
26633,M891307633,VIP
26634,M891311849,VIP
26635,M891352903,General
26636,M891455035,General
26637,M891487158,General
26638,M891510784,VIP
26639,M891546412,General
26640,M891584748,General
26641,M891655255,General
26642,M891673192,VIP
26643,M891713620,General
26644,M891743414,General
26645,M891749880,General
26646,M891767512,General
26647,M891821290,VIP
26648,M891879680,VIP
26649,M891882983,General
26650,M892017086,General
26651,M892024238,General
26652,M892058244,General
26653,M892091210,General
26654,M892120112,General
26655,M892133195,General
26656,M892139853,General
26657,M892149904,General
26658,M892180738,General
26659,M892194212,General
26660,M892250224,General
26661,M892283877,General
26662,M892363237,General
26663,M892380290,VIP
26664,M892425962,General
26665,M892437669,General
26666,M892438899,General
26667,M892456584,General
26668,M892459284,General
26669,M892482298,General
26670,M892495216,General
26671,M892511546,General
26672,M892518647,MVG
26673,M892534797,General
26674,M892539715,General
26675,M892553507,VIP
26676,M892610379,General
26677,M892611791,MVG
26678,M892620216,General
26679,M892623577,General
26680,M892628788,VIP
26681,M892634720,General
26682,M892671911,General
26683,M892684168,General
26684,M892695462,General
26685,M892817688,General
26686,M892818663,General
26687,M892845323,VIP
26688,M892854138,General
26689,M892866419,General
26690,M892908656,General
26691,M892911747,General
26692,M892934198,General
26693,M892972560,General
26694,M893045011,General
26695,M893054712,General
26696,M893096428,General
26697,M893204493,General
26698,M893204734,VIP
26699,M893208665,General
26700,M893222098,VIP
26701,M893249741,General
26702,M893307035,General
26703,M893380033,VIP
26704,M893401403,VIP
26705,M893405744,General
26706,M893428923,General
26707,M893441811,General
26708,M893457956,General
26709,M893502629,VIP
26710,M893535697,General
26711,M893537645,General
26712,M893579747,General
26713,M893616239,General
26714,M893638714,General
26715,M893640599,VIP
26716,M893676719,General
26717,M893727045,VIP
26718,M893763578,General
26719,M893875587,General
26720,M893883656,General
26721,M893936428,VIP
26722,M893949825,General
26723,M894002955,VIP
26724,M894021798,General
26725,M894047981,General
26726,M894076168,VIP
26727,M894085775,General
26728,M894104554,General
26729,M894106927,General
26730,M894119257,VIP
26731,M894332407,General
26732,M894343121,General
26733,M894349276,General
26734,M894418648,General
26735,M894421586,General
26736,M894460288,VIP
26737,M894479968,General
26738,M894497184,General
26739,M894544159,General
26740,M894548510,General
26741,M894639729,General
26742,M894686746,General
26743,M894744186,VIP
26744,M894749991,VIP
26745,M894882552,General
26746,M894940433,General
26747,M894953127,General
26748,M894966407,General
26749,M894981544,General
26750,M894994514,General
26751,M894994890,VIP
26752,M895072017,General
26753,M895072980,General
26754,M895089405,General
26755,M895095393,General
26756,M895156792,General
26757,M895248605,General
26758,M895269983,VIP
26759,M895372034,General
26760,M895445035,General
26761,M895476859,General
26762,M895480183,VIP
26763,M895504492,General
26764,M895506406,General
26765,M895514534,General
26766,M895555691,General
26767,M895602894,General
26768,M895635451,VIP
26769,M895643348,General
26770,M895648192,MVG
26771,M895687371,General
26772,M895741507,VIP
26773,M895782439,MVG
26774,M895829724,VIP
26775,M895832116,General
26776,M895846393,General
26777,M895882306,General
26778,M895893177,General
26779,M895894336,General
26780,M895914051,General
26781,M895923147,General
26782,M895932500,General
26783,M896005152,General
26784,M896039899,MVG
26785,M896042131,General
26786,M896098525,General
26787,M896100714,General
26788,M896118473,General
26789,M896151352,General
26790,M896192549,VIP
26791,M896212288,General
26792,M896235325,General
26793,M896243725,General
26794,M896254389,General
26795,M896295433,General
26796,M896369103,General
26797,M896393041,General
26798,M896468585,General
26799,M896491888,General
26800,M896574857,General
26801,M896581611,General
26802,M896597430,VIP
26803,M896598935,General
26804,M896618336,VIP
26805,M896621996,VIP
26806,M896648717,General
26807,M896672899,General
26808,M896681168,General
26809,M896711511,General
26810,M896720131,General
26811,M896723646,LENITH
26812,M896749456,General
26813,M896770606,General
26814,M896781289,VIP
26815,M896791320,MVG
26816,M896793738,General
26817,M896796307,General
26818,M896823991,General
26819,M896852927,General
26820,M896896560,VIP
26821,M896905829,General
26822,M896945111,General
26823,M897010698,General
26824,M897025413,General
26825,M897078597,General
26826,M897090232,VIP
26827,M897123913,VIP
26828,M897167673,General
26829,M897216519,General
26830,M897216535,VIP
26831,M897217849,VIP
26832,M897307990,General
26833,M897321865,General
26834,M897332487,General
26835,M897350412,General
26836,M897366097,General
26837,M897387507,General
26838,M897523870,VIP
26839,M897579293,General
26840,M897583048,General
26841,M897597919,General
26842,M897604215,General
26843,M897724199,General
26844,M897728871,General
26845,M897749486,General
26846,M897765105,General
26847,M897775154,General
26848,M897807442,General
26849,M897827560,General
26850,M897839533,General
26851,M897847543,General
26852,M897914956,General
26853,M898016369,General
26854,M898030218,General
26855,M898045993,VIP
26856,M898071799,VIP
26857,M898078427,General
26858,M898083532,General
26859,M898130741,General
26860,M898132695,General
26861,M898139293,General
26862,M898169262,General
26863,M898266625,General
26864,M898275900,General
26865,M898403560,VIP
26866,M898496054,General
26867,M898504472,General
26868,M898522153,General
26869,M898526741,General
26870,M898591106,VIP
26871,M898642742,General
26872,M898675009,General
26873,M898682039,General
26874,M898742941,General
26875,M898818349,General
26876,M898903268,General
26877,M898931260,General
26878,M898935798,General
26879,M898978198,General
26880,M898983275,General
26881,M898990747,General
26882,M899009561,LENITH
26883,M899026029,General
26884,M899056815,VIP
26885,M899104142,General
26886,M899112610,General
26887,M899122230,General
26888,M899131350,VIP
26889,M899150833,General
26890,M899272878,General
26891,M899361046,General
26892,M899375220,VIP
26893,M899405356,General
26894,M899412100,VIP
26895,M899462810,General
26896,M899484798,General
26897,M899515757,VIP
26898,M899751538,VIP
26899,M899754893,General
26900,M899833575,General
26901,M899846170,General
26902,M899848851,General
26903,M899873774,General
26904,M899894267,General
26905,M899947146,General
26906,M899952883,VIP
26907,M899955347,General
26908,M899978663,VIP
26909,M900002349,General
26910,M900002552,General
26911,M900006732,General
26912,M900027769,General
26913,M900064622,General
26914,M900083961,General
26915,M900096623,General
26916,M900147747,General
26917,M900190251,General
26918,M900250351,VIP
26919,M900271239,General
26920,M900297744,General
26921,M900328735,General
26922,M900367538,General
26923,M900642417,VIP
26924,M900676541,VIP
26925,M900728424,General
26926,M900730369,General
26927,M900843203,General
26928,M900859502,General
26929,M900897223,General
26930,M900903841,General
26931,M900963483,General
26932,M900972741,General
26933,M901040890,MVG
26934,M901041665,General
26935,M901070542,General
26936,M901110245,General
26937,M901135983,General
26938,M901141306,General
26939,M901178962,VIP
26940,M901192493,General
26941,M901220395,VIP
26942,M901233607,General
26943,M901352151,General
26944,M901419827,General
26945,M901433915,General
26946,M901466636,General
26947,M901493978,MVG
26948,M901502554,General
26949,M901558179,MVG
26950,M901561156,General
26951,M901568782,General
26952,M901569680,General
26953,M901649433,General
26954,M901698059,General
26955,M901716237,General
26956,M901721205,General
26957,M901724470,General
26958,M901724476,General
26959,M901870894,General
26960,M901874434,General
26961,M901921507,General
26962,M901932068,VIP
26963,M901959552,General
26964,M901968769,General
26965,M902012607,General
26966,M902031436,General
26967,M902053037,General
26968,M902085989,General
26969,M902149904,VIP
26970,M902242249,VIP
26971,M902246612,VIP
26972,M902297030,VIP
26973,M902413311,General
26974,M902422183,General
26975,M902457354,VIP
26976,M902492494,General
26977,M902521234,General
26978,M902657894,General
26979,M902796262,General
26980,M902834636,General
26981,M902863320,General
26982,M902864267,General
26983,M902900295,General
26984,M902924624,VIP
26985,M902924632,General
26986,M903056994,General
26987,M903059703,General
26988,M903174298,General
26989,M903188962,General
26990,M903213175,General
26991,M903223482,General
26992,M903237812,General
26993,M903268392,General
26994,M903284313,General
26995,M903312183,General
26996,M903386545,General
26997,M903412800,General
26998,M903450603,VIP
26999,M903512147,General
27000,M903567243,General
27001,M903573176,VIP
27002,M903594374,General
27003,M903597124,General
27004,M903615399,VIP
27005,M903620237,General
27006,M903652753,General
27007,M903659827,General
27008,M903676514,General
27009,M903676747,General
27010,M903717149,General
27011,M903723663,General
27012,M903725716,General
27013,M903812337,VIP
27014,M903844955,General
27015,M903861142,General
27016,M903890078,VIP
27017,M903922268,VIP
27018,M903941792,General
27019,M903970552,General
27020,M904001639,General
27021,M904138663,General
27022,M904141670,General
27023,M904146309,General
27024,M904148115,MVG
27025,M904205834,General
27026,M904234620,General
27027,M904266365,General
27028,M904273533,VIP
27029,M904294450,General
27030,M904382269,VIP
27031,M904385878,General
27032,M904407759,General
27033,M904440496,General
27034,M904638033,General
27035,M904671781,General
27036,M904681355,General
27037,M904890172,MVG
27038,M904967178,General
27039,M904972192,General
27040,M904975321,VIP
27041,M904982293,General
27042,M904998268,General
27043,M905010459,General
27044,M905106513,General
27045,M905141101,General
27046,M905176678,General
27047,M905218042,General
27048,M905223807,General
27049,M905280562,General
27050,M905285711,General
27051,M905290531,General
27052,M905343315,General
27053,M905357061,General
27054,M905368274,General
27055,M905391228,General
27056,M905413448,General
27057,M905438629,General
27058,M905489572,General
27059,M905490890,General
27060,M905506989,General
27061,M905556761,General
27062,M905579080,General
27063,M905580758,General
27064,M905621554,General
27065,M905686905,General
27066,M905704872,VIP
27067,M905707834,General
27068,M905749424,General
27069,M905762608,General
27070,M905788685,General
27071,M905813771,General
27072,M905840501,VIP
27073,M905880505,General
27074,M905907901,VIP
27075,M905926064,General
27076,M905942033,General
27077,M906000362,General
27078,M906109608,General
27079,M906123201,General
27080,M906134488,General
27081,M906190363,VIP
27082,M906226236,General
27083,M906239632,General
27084,M906251975,General
27085,M906422057,VIP
27086,M906429370,General
27087,M906493012,General
27088,M906520149,General
27089,M906531361,General
27090,M906561695,General
27091,M906565447,General
27092,M906579525,VIP
27093,M906599005,General
27094,M906632032,VIP
27095,M906647196,General
27096,M906710255,General
27097,M906721452,VIP
27098,M906740460,General
27099,M906818681,VIP
27100,M906857093,General
27101,M906872801,General
27102,M906929394,General
27103,M906940243,General
27104,M906949129,General
27105,M907000280,General
27106,M907020619,VIP
27107,M907049794,VIP
27108,M907055865,General
27109,M907127824,General
27110,M907128419,General
27111,M907154610,General
27112,M907157668,General
27113,M907160428,General
27114,M907162808,General
27115,M907191636,General
27116,M907193060,VIP
27117,M907198090,VIP
27118,M907245419,VIP
27119,M907269508,General
27120,M907355816,VIP
27121,M907356655,General
27122,M907406919,General
27123,M907423843,General
27124,M907492706,General
27125,M907495667,General
27126,M907502536,General
27127,M907553454,VIP
27128,M907553615,General
27129,M907557069,General
27130,M907595537,General
27131,M907643474,General
27132,M907649840,General
27133,M907694169,General
27134,M907704267,General
27135,M907736514,General
27136,M907774219,General
27137,M907857694,General
27138,M907858043,General
27139,M907874737,General
27140,M908000356,General
27141,M908055183,General
27142,M908055973,General
27143,M908063437,General
27144,M908087854,General
27145,M908233899,VIP
27146,M908275697,General
27147,M908319387,General
27148,M908329260,General
27149,M908402704,MVG
27150,M908445049,General
27151,M908514108,VIP
27152,M908535666,General
27153,M908560406,General
27154,M908578211,General
27155,M908616239,General
27156,M908752520,VIP
27157,M908759617,VIP
27158,M908805955,General
27159,M908870251,General
27160,M908924959,General
27161,M908934722,VIP
27162,M909001499,General
27163,M909036562,General
27164,M909056825,General
27165,M909097242,General
27166,M909099122,General
27167,M909100711,General
27168,M909114221,VIP
27169,M909136451,General
27170,M909209839,General
27171,M909236382,General
27172,M909308533,General
27173,M909311232,General
27174,M909314566,General
27175,M909353657,VIP
27176,M909369313,General
27177,M909387971,General
27178,M909401426,General
27179,M909440999,General
27180,M909499326,VIP
27181,M909501567,General
27182,M909513160,General
27183,M909591464,General
27184,M909619516,VIP
27185,M909654730,VIP
27186,M909753840,General
27187,M909761575,General
27188,M909853625,General
27189,M909862409,General
27190,M909909569,VIP
27191,M909918825,General
27192,M909972074,General
27193,M909992624,General
27194,M910023708,General
27195,M910085650,VIP
27196,M910127661,General
27197,M910181925,General
27198,M910203100,General
27199,M910235569,VIP
27200,M910299640,General
27201,M910303053,General
27202,M910307802,VIP
27203,M910356539,General
27204,M910388961,General
27205,M910418637,General
27206,M910474198,General
27207,M910547093,General
27208,M910548138,VIP
27209,M910553983,General
27210,M910562661,General
27211,M910608209,General
27212,M910677240,General
27213,M910737320,General
27214,M910790401,General
27215,M910810278,General
27216,M910827214,MVG
27217,M910858878,General
27218,M910868794,General
27219,M910876992,General
27220,M911002162,General
27221,M911007575,General
27222,M911032593,MVG
27223,M911069832,VIP
27224,M911115888,General
27225,M911118851,General
27226,M911184071,VIP
27227,M911207895,General
27228,M911231769,General
27229,M911278739,General
27230,M911292762,General
27231,M911317687,General
27232,M911323403,General
27233,M911373511,General
27234,M911448352,General
27235,M911448408,MVG
27236,M911463049,VIP
27237,M911522789,General
27238,M911565639,General
27239,M911583788,General
27240,M911714383,VIP
27241,M911741438,General
27242,M911780304,General
27243,M911817705,VIP
27244,M911817853,General
27245,M911847172,MVG
27246,M911909876,General
27247,M911973701,General
27248,M912006905,General
27249,M912028019,General
27250,M912038465,LENITH
27251,M912078465,General
27252,M912081639,General
27253,M912091913,General
27254,M912113485,General
27255,M912124586,General
27256,M912141404,General
27257,M912147642,General
27258,M912267161,General
27259,M912322051,General
27260,M912345935,General
27261,M912354925,General
27262,M912371806,General
27263,M912373041,General
27264,M912391334,General
27265,M912414428,General
27266,M912459615,General
27267,M912526745,General
27268,M912536401,General
27269,M912549196,General
27270,M912580181,General
