cust,ma_fem_dv,ages,zon_hlv,grade
M875941154,0,0,14,General
M875953637,0,0,4,MVG-Ace
M875977353,0,1,17,General
M875981310,1,2,10,MVG-Prestige
M875982977,1,3,3,General
M875985903,0,2,8,General
M876008711,0,2,10,General
M876017974,0,1,17,General
M876022752,0,1,10,General
M876035066,0,3,17,VIP
M876101498,0,1,17,VIP
M876106977,0,3,3,VIP
M876132139,0,1,11,General
M876173001,1,0,4,General
M876180939,0,4,16,General
M876228286,0,2,11,General
M876231497,1,1,16,VIP+
M876247265,0,2,11,General
M876264376,0,1,12,MVG-Crown
M876279391,0,2,17,General
M876322891,1,4,4,General
M876382623,0,4,10,General
M876427880,0,0,10,VIP
M876509271,1,4,17,General
M876597272,1,1,17,LENITH
M876601614,0,3,17,VIP+
M876623426,1,4,4,General
M876678692,1,1,14,General
M876765561,0,4,17,General
M876772491,1,2,10,VIP+
M876777646,0,3,17,General
M876804519,0,0,5,General
M876816770,0,3,10,VIP
M876819489,1,5,13,General
M876821366,0,3,11,General
M876864202,0,5,10,General
M876946506,0,1,10,General
M876973245,0,2,16,General
M877053386,0,3,4,General
M877075401,0,0,10,General
M877099348,0,1,10,General
M877144025,0,2,10,General
M877189588,0,2,11,General
M877199044,0,3,13,General
M877208952,0,4,10,General
M877279459,0,3,14,General
M877283668,0,2,17,VIP+
M877320652,1,0,10,General
M877331117,1,2,9,General
M877344557,0,3,10,General
M877386391,1,2,8,General
M877633548,0,0,10,General
M877786205,1,3,8,General
M877794172,0,1,10,General
M877800754,1,2,17,General
M877842498,0,2,10,General
M877858201,0,2,12,General
M877868633,0,1,11,VIP
M877888706,1,1,17,General
M877890908,1,3,1,General
M877896122,1,2,13,General
M877913520,1,4,4,General
M877914431,0,2,10,General
M877931136,0,2,10,General
M877941328,0,1,17,General
M877956501,0,4,10,VIP
M877965402,0,2,14,General
M878005440,0,2,10,VIP
M878057463,0,4,4,General
M878181490,1,1,13,General
M878206907,0,2,17,VIP
M878280800,0,2,16,General
M878345406,1,2,17,VIP+
M878364274,0,4,10,General
M878374847,0,3,10,VIP
M878446479,0,1,17,General
M878451163,0,1,10,General
M878484991,0,2,4,VIP
M878489584,0,2,10,VIP+
M878499891,0,3,14,General
M878595157,0,0,17,General
M878607257,0,2,17,General
M878626074,1,4,14,General
M878666476,0,2,4,VIP
M878679584,0,4,17,General
M878728925,0,0,17,General
M878734583,0,2,13,VIP+
M878922415,1,3,12,General
M878949431,1,2,10,General
M878999323,0,3,10,General
M879013037,0,3,11,General
M879070128,0,2,17,General
M879094374,0,3,10,VIP+
M879158762,0,2,17,VIP
M879174682,0,2,10,MVG-Crown
M879178108,1,2,2,General
M879181625,0,3,10,VIP
M879390695,1,3,17,General
M879409821,0,2,17,VIP+
M879420309,0,1,3,VIP
M879495989,1,3,10,General
M879529000,0,4,11,General
M879537010,0,2,17,VIP
M879544163,1,5,17,General
M879552236,0,2,3,VIP
M879618350,0,2,11,General
M879627449,1,2,12,General
M879675211,0,2,16,VIP
M879752239,0,5,10,General
M879756449,0,4,16,General
M879837127,0,2,10,General
M879862824,0,3,17,General
M879940341,0,2,8,General
M879947946,0,3,6,General
M879959668,0,4,4,General
M879969481,1,5,17,VIP
M879997200,0,2,10,General
M880027996,0,2,10,General
M880029153,1,2,16,VIP+
M880037822,0,2,17,General
M880051991,1,2,11,General
M880120348,0,2,10,General
M880126303,1,3,10,General
M880130941,0,2,10,General
M880153287,0,2,3,General
M880153798,1,1,10,General
M880164025,0,0,17,General
M880441749,0,4,8,General
M880443854,1,2,16,General
M880561839,0,0,5,General
M880615283,1,0,17,General
M880636982,0,3,14,General
M880666460,0,3,17,General
M880710822,0,1,10,General
M880714788,0,2,8,VIP+
M880792131,0,3,5,General
M880872023,1,2,11,General
M880914357,1,2,13,VIP
M880923523,0,3,6,VIP
M880940229,0,2,9,General
M881022819,0,1,17,VIP+
M881060104,1,3,14,General
M881193956,1,3,10,General
M881213571,1,1,16,General
M881243178,0,5,17,General
M881254957,0,1,4,General
M881264127,0,2,16,General
M881287104,0,4,10,General
M881291370,1,2,17,General
M881295041,1,4,11,General
M881320381,1,4,3,General
M881415845,1,1,17,VIP
M881467455,0,2,17,General
M881536546,0,0,17,General
M881548242,0,2,17,General
M881567680,0,0,8,General
M881608637,0,1,9,General
M881632603,0,2,17,General
M881636222,0,3,6,VIP
M881649001,1,2,4,General
M881653362,1,2,10,VIP+
M881690256,0,1,9,General
M881694013,1,3,12,General
M881773568,0,1,10,General
M881874557,0,2,17,General
M881886702,0,0,17,General
M881915286,1,5,17,General
M881941494,0,0,17,General
M881956156,0,2,8,General
M882021300,0,2,7,General
M882026568,1,2,10,VIP+
M882048938,1,2,15,General
M882049817,0,1,17,General
M882066252,0,2,16,General
M882166723,0,3,13,General
M882187967,0,1,17,General
M882239029,0,1,16,General
M882410644,0,0,11,General
M882463469,1,0,14,General
M882477591,1,3,17,VIP
M882479545,0,2,10,General
M882581412,0,1,10,VIP
M882615760,0,3,9,General
M882619715,0,1,6,General
M882681439,0,4,17,General
M882710590,0,3,11,General
M882719849,0,3,10,General
M882732523,1,2,4,General
M882748710,0,4,17,General
M882759324,0,2,17,General
M882870672,0,3,17,General
M882924142,1,2,10,General
M882955788,0,2,10,VIP+
M882966531,0,2,10,General
M883040926,1,0,17,General
M883132889,1,2,10,General
M883134225,0,2,10,General
M883161193,0,1,10,General
M883168799,0,3,13,General
M883184438,0,1,15,General
M883237798,1,2,14,General
M883312961,0,0,17,General
M883336495,0,2,17,General
M883342186,0,2,13,VIP+
M883362285,0,3,1,General
M883449921,0,2,10,General
M883450604,0,1,17,General
M883468911,0,3,17,General
M883558803,0,3,17,General
M883563097,1,2,10,VIP+
M883566250,0,3,8,General
M883621292,1,4,17,General
M883654095,1,3,10,General
M883734585,0,0,10,General
M883777065,1,2,17,VIP+
M883794183,0,2,12,General
M883898474,0,1,8,General
M883899235,1,3,17,General
M883968289,0,5,17,VIP
M883974704,1,2,3,General
M884060666,0,3,17,General
M884088540,0,3,3,General
M884116963,1,3,7,General
M884221667,0,1,15,General
M884264010,0,0,4,General
M884319322,0,3,8,General
M884370898,0,1,17,VIP+
M884450474,0,1,4,General
M884456148,0,2,10,General
M884487053,0,3,11,General
M884488646,0,1,17,General
M884489725,0,1,14,General
M884509832,0,1,10,General
M884547180,1,4,17,General
M884571118,1,3,10,General
M884622960,1,1,16,General
M884655059,0,3,10,VIP+
M884842725,1,2,10,General
M884929335,1,2,17,General
M884930985,0,1,10,General
M884944053,0,3,17,General
M884944683,1,2,10,General
M884947330,1,2,17,VIP
M884949110,0,2,5,General
M884950615,0,1,9,General
M884962425,1,3,13,General
M884965132,1,3,17,General
M884976506,0,3,6,General
M885052625,1,0,10,General
M885085265,0,1,17,General
M885134616,1,4,10,General
M885168044,0,3,16,General
M885278507,1,2,3,General
M885357002,0,1,10,MVG-Ace
M885411918,0,3,11,General
M885528088,0,1,17,General
M885546737,1,2,10,VIP+
M885558444,0,2,11,VIP+
M885576752,0,5,4,General
M885604367,0,0,4,General
M885604954,1,2,4,General
M885648853,0,5,10,General
M885651029,0,2,10,VIP
M885655793,0,2,14,General
M885661325,1,1,10,General
M885672661,0,0,8,General
M885697155,0,3,14,General
M885724919,0,2,4,General
M885786886,0,4,9,General
M885790187,0,3,16,VIP
M885795370,0,2,4,VIP+
M885816297,0,0,17,General
M885819285,1,3,10,General
M885880137,0,2,11,General
M885933846,1,0,16,General
M885943495,0,1,12,General
M885957221,1,2,17,General
M886019794,0,2,17,General
M886185991,0,2,12,General
M886197980,0,4,10,General
M886214020,1,3,10,General
M886244263,1,2,10,General
M886256918,1,3,17,VIP
M886263720,0,3,17,General
M886276010,0,2,12,General
M886307028,0,2,10,VIP+
M886320292,0,2,10,General
M886376934,0,1,13,VIP
M886405620,1,1,16,General
M886436888,0,2,3,General
M886446661,1,2,9,General
M886482606,1,3,10,General
M886521425,0,2,10,VIP+
M886666548,1,3,17,General
M886713561,0,4,17,General
M886716967,0,3,6,VIP+
M886721743,0,3,16,General
M886730332,0,3,11,General
M886755587,1,1,17,General
M886767994,0,2,10,General
M886828027,0,2,10,General
M886850263,0,2,14,VIP
M886908065,1,1,17,General
M886923095,0,2,17,General
M886996318,0,3,15,General
M887172086,0,5,10,General
M887200697,1,3,5,General
M887280967,0,2,17,VIP+
M887340708,0,0,12,General
M887410511,1,1,17,General
M887441758,1,5,17,General
M887488479,0,2,15,General
M887559632,0,1,15,General
M887587210,1,1,10,General
M887639461,0,2,16,General
M887644071,1,2,17,General
M887731347,0,2,17,General
M887743244,0,1,17,General
M887801736,1,1,10,General
M887821493,0,0,17,General
M887830621,1,4,5,General
M887849308,1,3,17,VIP+
M887888419,1,1,10,General
M887894650,1,1,1,General
M887928642,1,1,11,General
M887930048,1,1,16,General
M888032572,0,3,10,VIP
M888071933,0,2,14,General
M888156269,0,0,16,General
M888167499,0,2,17,General
M888187074,0,2,17,General
M888188632,1,3,10,General
M888347597,1,2,4,General
M888369859,1,1,10,General
M888464284,1,0,10,General
M888468407,1,2,11,General
M888537525,1,3,1,General
M888601961,0,1,17,General
M888628631,0,1,17,General
M888650773,1,2,10,VIP+
M888719167,1,3,11,General
M888751034,0,1,16,General
M888778868,0,1,10,General
M888823450,0,3,4,General
M888824164,1,1,11,General
M888863349,0,3,15,General
M888877881,0,2,10,General
M888878435,1,1,10,General
M888903605,0,3,12,General
M888936758,0,0,17,General
M888986405,0,3,8,General
M889012804,1,2,17,VIP
M889019287,0,3,3,General
M889270569,0,3,9,General
M889321303,0,2,12,General
M889332603,0,4,17,VIP
M889382778,0,3,10,VIP
M889383678,1,3,16,General
M889388520,1,2,12,General
M889402251,1,1,17,General
M889517267,0,4,5,VIP
M889534994,1,2,10,General
M889573489,0,4,15,General
M889588959,0,2,10,General
M889623692,0,2,2,General
M889633596,0,4,10,General
M889718092,1,2,17,General
M889749820,1,2,10,General
M889794868,1,2,8,General
M889813818,0,1,10,General
M889837254,0,3,13,MVG-Ace
M889849444,0,3,8,General
M889851437,0,3,14,VIP
M889879833,0,0,17,General
M889926131,0,2,13,General
M889927793,1,0,9,General
M889933238,1,4,10,VIP
M889975840,0,2,16,General
M889998476,1,1,6,General
M890006771,0,4,10,General
M890008634,1,3,5,General
M890043915,0,2,17,VIP+
M890101712,0,1,17,General
M890133998,0,4,17,General
M890145062,1,2,10,General
M890145320,1,1,17,General
M890167749,0,2,10,VIP
M890231252,0,2,4,MVG-Prestige
M890280911,0,3,17,VIP
M890312898,0,3,12,General
M890420828,0,4,10,VIP+
M890441410,0,0,15,VIP
M890497982,1,1,10,VIP+
M890510477,0,1,16,MVG-Ace
M890518929,0,1,4,General
M890569559,0,0,17,General
M890580332,0,2,12,General
M890581813,0,2,6,General
M890628256,0,2,3,General
M890638632,0,2,17,General
M890659106,1,2,8,General
M890726099,1,1,17,General
M890774585,0,1,17,General
M890779842,1,2,17,General
M890785925,1,1,17,General
M890796676,0,1,3,General
M890826660,0,3,13,General
M890915237,0,1,17,General
M890915453,0,0,17,General
M890943165,0,2,10,VIP+
M890955110,1,1,17,VIP
M891006568,0,4,11,VIP+
M891090417,1,2,10,General
M891110948,0,4,16,General
M891114004,1,2,15,VIP
M891116958,0,0,12,General
M891182270,0,2,10,General
M891185785,1,0,1,General
M891211197,1,3,10,General
M891238856,0,2,17,General
M891243731,0,1,10,General
M891255271,0,4,5,General
M891303333,0,3,10,General
M891307633,0,4,6,VIP+
M891311849,1,1,16,General
M891352903,1,1,5,General
M891487158,1,3,8,General
M891510784,1,2,16,VIP
M891584748,0,2,16,General
M891655255,0,1,10,General
M891673192,0,1,11,VIP
M891713620,1,1,17,General
M891743414,0,3,10,General
M891767512,1,2,10,General
M891821290,0,3,11,VIP
M891879680,0,4,10,VIP
M891882983,1,1,10,General
M892017086,1,3,10,General
M892024238,0,2,17,General
M892091210,0,0,4,General
M892120112,0,2,16,General
M892133195,0,0,9,General
M892139853,0,1,4,General
M892149904,1,4,1,General
M892180738,0,1,10,General
M892194212,1,2,17,General
M892250224,0,0,16,General
M892283877,0,3,11,General
M892380290,0,2,16,VIP
M892425962,0,0,17,General
M892438899,1,2,17,General
M892456584,1,3,9,General
M892459284,0,3,7,General
M892482298,0,2,17,General
M892495216,0,2,14,General
M892511546,1,0,10,General
M892518647,1,2,17,MVG-Crown
M892534797,0,2,17,General
M892539715,0,1,17,General
M892553507,0,4,17,VIP+
M892610379,0,4,10,General
M892611791,1,0,4,MVG-Ace
M892620216,1,2,10,General
M892623577,0,4,1,General
M892628788,0,3,10,VIP
M892634720,1,2,5,General
M892671911,0,2,17,General
M892695462,0,1,10,General
M892817688,1,1,17,General
M892818663,1,4,4,General
M892845323,0,2,10,VIP+
M892934198,1,4,4,General
M892972560,0,1,10,General
M893045011,0,2,9,General
M893054712,0,1,10,General
M893096428,1,1,4,General
M893204493,0,2,6,General
M893204734,0,3,17,VIP
M893208665,0,2,17,General
M893222098,0,2,10,VIP
M893249741,1,3,10,General
M893307035,1,3,16,General
M893380033,0,1,11,VIP
M893401403,0,0,1,VIP
M893405744,0,3,10,General
M893428923,0,3,1,General
M893441811,0,2,11,General
M893457956,0,1,14,General
M893502629,0,2,14,VIP
M893535697,1,4,11,General
M893537645,0,1,10,General
M893579747,0,2,17,General
M893616239,0,3,17,General
M893638714,0,2,10,General
M893640599,0,3,10,VIP+
M893727045,1,3,17,VIP
M893763578,0,4,16,General
M893875587,1,1,17,General
M893883656,0,0,10,General
M893936428,1,3,17,General
M893949825,0,0,12,General
M894002955,0,2,10,VIP+
M894021798,0,3,10,General
M894047981,0,2,13,General
M894076168,0,2,6,VIP+
M894085775,1,3,17,General
M894104554,0,5,17,General
M894106927,1,2,17,General
M894119257,0,2,11,VIP+
M894332407,0,3,10,General
M894343121,0,3,11,General
M894418648,1,2,12,General
M894460288,0,1,17,VIP+
M894479968,1,3,17,General
M894497184,0,2,10,General
M894544159,0,1,17,General
M894548510,1,1,10,General
M894639729,0,4,16,General
M894686746,1,2,17,General
M894744186,1,5,10,VIP+
M894749991,0,1,10,VIP
M894882552,1,3,17,General
M894940433,1,3,17,General
M894966407,0,2,4,General
M894981544,0,3,12,General
M894994514,1,2,9,General
M894994890,0,2,5,VIP
M895072017,0,3,6,General
M895072980,0,1,9,General
M895095393,1,3,4,General
M895248605,0,3,13,General
M895269983,1,2,13,VIP+
M895372034,0,2,17,General
M895476859,0,0,16,General
M895480183,0,0,11,VIP
M895504492,0,5,14,General
M895506406,1,3,17,General
M895514534,0,1,12,General
M895555691,1,0,17,General
M895602894,0,1,4,General
M895635451,1,1,10,VIP
M895643348,1,1,6,General
M895648192,0,1,16,MVG-Ace
M895687371,1,5,5,General
M895741507,0,1,17,VIP+
M895782439,1,3,10,MVG-Ace
M895829724,0,1,17,VIP+
M895832116,0,2,17,General
M895846393,0,2,10,General
M895882306,1,3,10,General
M895914051,0,3,6,General
M895923147,0,1,4,General
M895932500,0,2,16,General
M896005152,0,3,10,General
M896039899,1,0,10,MVG-Crown
M896042131,1,2,10,General
M896098525,1,1,6,General
M896100714,1,2,14,General
M896118473,0,2,16,General
M896151352,0,4,10,General
M896192549,1,2,10,VIP+
M896235325,0,2,17,General
M896243725,0,1,10,General
M896254389,0,0,16,General
M896295433,0,3,4,General
M896369103,0,3,11,General
M896393041,1,0,10,General
M896468585,1,1,17,General
M896491888,0,1,15,General
M896574857,1,2,17,General
M896581611,1,1,15,General
M896597430,0,1,8,VIP+
M896598935,0,2,17,General
M896618336,0,2,4,VIP
M896621996,0,0,4,VIP
M896648717,0,0,1,General
M896672899,1,4,12,General
M896681168,0,1,10,General
M896711511,1,3,17,General
M896723646,1,1,16,LENITH
M896749456,0,2,10,General
M896770606,0,2,17,General
M896781289,1,1,17,VIP
M896791320,0,3,16,MVG-Crown
M896793738,0,2,10,General
M896796307,0,1,17,General
M896823991,0,1,15,General
M896852927,1,1,8,General
M896896560,0,2,17,VIP
M896905829,1,1,8,General
M896945111,1,1,12,General
M897025413,0,1,17,General
M897078597,1,3,16,General
M897090232,0,2,17,VIP
M897123913,0,3,15,VIP
M897167673,0,2,10,General
M897216519,0,3,10,General
M897216535,0,2,6,VIP
M897217849,0,2,10,VIP+
M897307990,0,0,17,General
M897321865,0,2,16,General
M897332487,0,2,10,General
M897350412,1,1,14,General
M897366097,1,1,4,General
M897387507,1,2,7,General
M897523870,1,2,17,VIP
M897579293,0,1,10,General
M897597919,0,2,16,General
M897604215,0,2,17,General
M897724199,0,2,12,General
M897728871,0,2,17,General
M897749486,0,0,17,General
M897765105,0,2,11,General
M897775154,0,4,13,General
M897807442,1,2,10,General
M897827560,0,3,7,General
M897839533,1,0,17,General
M897847543,0,2,17,General
M897914956,0,1,10,General
M898030218,1,2,8,General
M898045993,1,2,17,VIP
M898071799,0,2,11,VIP
M898078427,0,3,11,General
M898130741,0,2,11,General
M898132695,0,2,6,General
M898139293,1,2,17,General
M898169262,0,2,14,General
M898266625,0,4,17,General
M898275900,1,1,10,General
M898403560,0,2,17,VIP
M898496054,0,1,10,General
M898504472,1,2,1,General
M898522153,0,1,16,General
M898526741,0,1,15,General
M898591106,0,3,17,VIP+
M898642742,0,2,10,General
M898675009,0,2,4,General
M898682039,0,1,10,General
M898742941,0,3,10,General
M898818349,1,1,17,General
M898903268,1,2,10,General
M898931260,0,2,4,General
M898935798,0,1,16,General
M898978198,0,0,14,General
M898983275,0,2,11,General
M898990747,1,3,7,General
M899009561,0,5,17,LENITH
M899026029,0,2,3,General
M899056815,0,2,16,VIP
M899104142,0,1,10,General
M899112610,0,1,17,General
M899122230,0,2,9,General
M899131350,0,3,17,VIP+
M899150833,1,3,17,General
M899272878,0,2,16,General
M899375220,1,3,13,VIP
M899405356,0,2,4,General
M899412100,0,4,10,VIP
M899462810,0,1,8,General
M899484798,1,4,4,General
M899515757,0,3,10,VIP
M899751538,0,2,17,VIP
M899754893,1,1,10,General
M899833575,1,2,17,General
M899846170,1,2,17,General
M899848851,0,1,3,General
M899873774,1,3,17,General
M899894267,0,2,10,General
M899947146,0,3,17,General
M899952883,0,3,17,VIP+
M899955347,1,3,14,General
M899978663,0,2,8,VIP
M900002349,0,1,8,General
M900002552,1,0,14,General
M900006732,0,1,12,General
M900027769,0,1,1,General
M900064622,0,1,10,General
M900083961,1,2,13,General
M900096623,0,1,10,General
M900190251,0,2,10,General
M900250351,1,3,17,VIP+
M900271239,0,2,1,General
M900297744,0,2,6,General
M900328735,1,2,11,General
M900367538,1,2,17,General
M900642417,0,3,16,VIP
M900676541,0,3,17,VIP
M900843203,0,1,10,General
M900859502,0,2,14,General
M900897223,0,4,15,General
M900903841,1,1,6,General
M900963483,1,2,1,General
M900972741,0,0,10,General
M901040890,0,3,14,MVG-Ace
M901041665,0,1,13,General
M901070542,0,3,11,General
M901110245,0,2,10,General
M901135983,0,1,17,General
M901141306,0,2,6,General
M901178962,0,1,11,VIP
M901220395,0,0,4,VIP+
M901233607,0,2,4,General
M901352151,1,2,10,General
M901419827,0,1,17,General
M901466636,0,1,10,General
M901493978,0,1,10,MVG-Crown
M901502554,0,1,17,General
M901558179,0,1,11,MVG-Ace
M901561156,0,3,10,General
M901569680,0,1,14,General
M901649433,0,1,10,General
M901698059,1,1,16,General
M901716237,1,1,16,General
M901724470,0,5,11,General
M901724476,0,1,9,General
M901870894,1,2,11,General
M901874434,0,1,10,General
M901932068,0,2,17,VIP
M901959552,1,1,17,General
M901968769,0,3,17,General
M902012607,0,0,13,General
M902031436,0,3,5,General
M902085989,0,2,16,General
M902149904,0,1,10,VIP
M902242249,0,1,17,General
M902246612,0,3,10,VIP
M902297030,0,0,17,VIP+
M902413311,0,4,10,General
M902422183,0,4,10,General
M902457354,1,1,4,VIP
M902521234,1,0,17,General
M902657894,0,1,6,General
M902796262,0,0,6,General
M902834636,0,1,10,General
M902863320,0,1,10,General
M902864267,0,2,11,General
M902900295,0,1,14,General
M902924624,0,1,10,VIP
M902924632,1,3,10,General
M903056994,0,0,17,General
M903059703,0,3,17,General
M903188962,0,3,17,General
M903223482,1,2,11,General
M903237812,0,1,12,General
M903268392,0,2,17,General
M903312183,0,2,8,General
M903386545,1,2,6,General
M903412800,1,2,11,General
M903450603,0,3,10,VIP
M903512147,1,0,17,General
M903567243,0,4,10,General
M903573176,0,2,9,VIP+
M903594374,0,3,10,General
M903615399,0,1,13,VIP
M903620237,0,1,16,General
M903652753,1,1,12,General
M903659827,0,0,17,General
M903676514,1,3,17,General
M903717149,0,2,10,General
M903723663,0,4,17,General
M903812337,1,2,11,VIP
M903844955,1,3,11,General
M903861142,1,4,17,General
M903890078,1,2,16,VIP
M903922268,0,3,14,VIP+
M903941792,1,1,17,General
M903970552,0,3,10,General
M904001639,0,1,10,General
M904138663,0,3,17,General
M904141670,0,1,10,General
M904146309,1,2,10,General
M904148115,0,2,10,MVG-Ace
M904205834,0,1,10,General
M904234620,0,4,10,General
M904266365,1,1,17,General
M904273533,0,3,10,VIP+
M904294450,1,2,1,General
M904382269,0,2,17,VIP+
M904385878,0,5,17,General
M904407759,1,0,16,General
M904638033,0,4,13,General
M904671781,0,1,1,General
M904681355,0,0,17,General
M904890172,1,5,8,MVG-Ace
M904967178,0,1,17,General
M904972192,0,2,16,General
M904975321,1,4,10,VIP
M904982293,1,4,16,General
M904998268,1,0,10,General
M905010459,0,0,10,General
M905141101,1,0,17,General
M905176678,0,2,17,General
M905218042,0,1,12,General
M905223807,0,0,14,General
M905280562,0,3,10,General
M905285711,0,1,17,General
M905290531,0,1,5,General
M905343315,1,2,8,General
M905357061,0,2,10,General
M905368274,0,1,16,General
M905391228,1,2,5,General
M905413448,1,3,10,General
M905438629,1,0,10,General
M905489572,0,2,10,General
M905490890,1,3,17,General
M905506989,1,1,10,General
M905556761,0,1,14,General
M905580758,1,4,17,General
M905621554,0,2,17,General
M905686905,1,2,4,General
M905704872,0,3,4,VIP+
M905707834,0,3,17,General
M905749424,0,0,10,General
M905762608,0,3,9,General
M905813771,0,2,8,General
M905840501,0,1,16,VIP+
M905880505,0,5,16,General
M905907901,1,2,16,VIP
M905926064,1,1,6,General
M905942033,1,1,6,General
M906000362,0,1,2,General
M906109608,0,0,17,General
M906123201,0,3,17,General
M906134488,0,2,12,General
M906190363,0,2,6,VIP+
M906226236,1,4,16,General
M906239632,0,1,12,General
M906251975,0,1,16,General
M906422057,0,2,17,VIP
M906429370,0,3,9,General
M906493012,0,3,14,General
M906520149,0,3,11,General
M906531361,0,3,5,General
M906561695,0,3,10,General
M906565447,0,1,17,General
M906579525,0,3,16,VIP
M906599005,0,2,15,General
M906632032,0,3,13,VIP
M906647196,0,2,10,General
M906710255,0,1,9,General
M906721452,0,1,3,VIP
M906740460,1,1,6,General
M906818681,0,2,11,VIP
M906857093,1,2,10,General
M906872801,1,0,10,General
M906929394,0,3,10,General
M906940243,0,2,17,General
M906949129,0,2,14,General
M907000280,0,2,17,General
M907020619,1,2,15,VIP
M907049794,0,1,6,VIP
M907055865,0,3,4,General
M907127824,0,2,10,General
M907128419,0,2,10,General
M907154610,0,2,17,General
M907157668,1,3,17,General
M907160428,1,0,14,General
M907162808,0,0,9,General
M907191636,0,3,10,General
M907193060,0,3,11,VIP+
M907198090,0,1,10,VIP+
M907245419,0,1,17,VIP
M907269508,0,0,15,General
M907355816,1,2,17,VIP
M907356655,0,3,10,General
M907406919,1,4,17,General
M907423843,0,3,13,General
M907492706,0,2,8,General
M907495667,0,2,17,General
M907553454,1,2,16,VIP
M907553615,1,3,17,General
M907557069,0,2,16,General
M907643474,0,1,17,General
M907649840,0,4,4,General
M907694169,1,0,10,General
M907704267,0,5,10,General
M907736514,1,3,14,General
M907774219,1,4,17,General
M907857694,0,1,10,General
M907858043,0,3,4,General
M907874737,0,2,3,General
M908000356,0,5,5,General
M908055183,0,3,10,General
M908063437,0,2,13,General
M908087854,1,5,13,General
M908233899,0,1,10,VIP
M908319387,0,2,15,General
M908329260,0,4,14,General
M908402704,0,1,10,MVG-Ace
M908445049,0,0,17,General
M908514108,0,1,17,VIP+
M908535666,0,3,11,General
M908560406,0,3,6,General
M908578211,0,3,12,General
M908616239,0,2,17,General
M908752520,0,3,10,VIP
M908759617,1,2,17,VIP+
M908805955,0,2,10,General
M908870251,1,2,11,General
M908924959,0,3,13,General
M908934722,0,3,11,VIP
M909001499,0,1,14,General
M909036562,0,2,10,General
M909056825,0,2,9,General
M909097242,0,2,17,General
M909099122,0,2,10,General
M909100711,1,2,17,General
M909114221,0,1,17,VIP
M909136451,1,3,17,General
M909209839,0,0,15,General
M909236382,0,2,10,General
M909308533,0,2,5,General
M909311232,0,1,8,General
M909314566,0,1,6,General
M909353657,0,2,10,VIP+
M909369313,0,4,14,General
M909387971,0,4,17,General
M909401426,1,0,10,General
M909440999,0,2,16,General
M909499326,1,2,17,VIP
M909501567,1,2,16,General
M909591464,0,0,10,General
M909619516,0,1,16,General
M909654730,0,2,13,VIP
M909753840,1,2,10,General
M909761575,1,2,17,General
M909853625,0,0,10,General
M909862409,1,2,10,General
M909909569,0,1,10,VIP
M909972074,0,4,6,General
M909992624,1,2,10,General
M910023708,0,0,10,General
M910085650,0,2,16,VIP+
M910181925,1,0,14,General
M910203100,1,1,10,General
M910235569,0,0,10,General
M910299640,0,2,17,General
M910307802,0,2,16,VIP
M910356539,0,2,16,General
M910388961,0,0,17,General
M910418637,0,1,11,General
M910547093,0,2,3,General
M910548138,0,1,12,VIP
M910553983,1,3,10,General
M910562661,0,2,16,General
M910608209,0,3,4,General
M910677240,0,4,17,General
M910737320,0,3,17,General
M910810278,1,2,9,General
M910827214,1,1,10,MVG-Ace
M910868794,0,1,9,General
M911002162,1,1,6,General
M911007575,1,0,17,General
M911032593,0,2,17,MVG-Ace
M911069832,0,4,17,VIP
M911118851,0,1,10,General
M911184071,0,2,16,VIP
M911207895,0,3,17,General
M911231769,0,0,16,General
M911292762,1,1,12,General
M911317687,1,2,17,General
M911323403,0,5,17,General
M911373511,1,2,10,General
M911448352,0,3,9,General
M911448408,0,2,10,MVG-Ace
M911463049,0,0,10,VIP
M911522789,0,2,10,General
M911565639,0,2,6,General
M911583788,0,1,15,General
M911714383,0,2,16,VIP+
M911741438,0,2,10,General
M911780304,0,2,11,General
M911817705,0,1,17,VIP
M911847172,0,1,10,MVG-Ace
M911909876,1,1,10,General
M911973701,1,1,10,General
M912006905,0,2,11,General
M912028019,0,2,11,General
M912038465,1,0,17,LENITH
M912078465,0,5,16,General
M912081639,1,3,11,General
M912091913,0,2,10,General
M912113485,0,3,10,General
M912124586,0,1,17,General
M912141404,1,1,10,General
M912267161,1,3,10,General
M912322051,1,2,10,General
M912345935,0,1,17,General
M912354925,0,0,17,General
M912373041,1,3,17,General
M912414428,0,2,8,General
M912459615,0,1,10,General
M912526745,0,2,17,General
M912536401,1,1,17,General
M912549196,0,2,11,General
M912580181,0,1,17,General
M912616576,1,1,17,General
M912686457,1,1,17,General
M912695526,0,2,10,VIP
M912699339,0,3,11,General
M912741854,1,1,17,General
M912795445,0,1,10,General
M912818874,0,2,13,General
M912840175,0,3,10,General
M912931597,0,0,10,General
M912954489,1,3,3,General
M912961917,0,1,17,VIP
M913039634,1,1,17,MVG-Ace
M913113922,0,4,10,General
M913121902,1,2,4,General
M913140976,0,2,10,VIP+
M913172996,0,2,17,VIP
M913269384,0,2,11,General
M913275845,0,2,6,General
M913292909,1,1,14,General
M913310808,0,4,4,VIP+
M913334620,0,2,10,General
M913345263,0,4,10,General
M913350785,0,2,10,General
M913381570,1,2,17,General
M913446509,1,3,17,General
M913487433,1,0,10,LENITH
M913490328,0,2,10,General
M913490897,0,3,11,General
M913523249,0,0,15,General
M913531244,1,2,10,VIP
M913543306,1,0,17,General
